구_동,PC방,가구 소매업,가발 소매업,가방 소매업,가스 충전소,가전제품 소매업,가전제품 수리업,가정용 연료 소매업,가죽/가방/신발 수선업,가축 사료 소매업,건강보조식품 소매업,건물 및 토목 엔지니어링 서비스업,건설/건축자재 소매업,건설기계/장비 대여업,건어물/젓갈 소매업,건축 설계 및 관련 서비스업,건축물 일반 청소업,결혼 상담 서비스업,경양식,경영 컨설팅업,고용 알선업,곡물/곡분 소매업,골프 연습장,곱창 전골/구이,공인노무사,공인회계사,광고 대행업,광고 매체 판매업,광고물 설계/제작업,교육컨설팅업,구내식당,국/탕/찌개류,국수/칼국수,그 외 기타 간이 음식점,그 외 기타 개인/가정용품 수리업,그 외 기타 교육기관,그 외 기타 상품 전문 소매업,그 외 기타 숙박업,그 외 기타 종합 소매업,기념품점,기숙사/고시원,기타 개인/가정용품 대여업,기타 건설/건축자재 소매업,기타 광고 관련 서비스업,기타 교육지원 서비스업,기타 기술/직업 훈련학원,기타 동남아식 전문,기타 법무관련 서비스업,기타 사무 지원 서비스업,기타 산업용 기계/장비 대여업,기타 서양식 음식점,기타 스포츠시설 운영업,기타 엔지니어링 서비스업,기타 여행 보조/예약 서비스업,기타 예술/스포츠 교육기관,기타 오락관련 서비스업,기타 오락장,기타 운송장비 대여업,기타 의류 소매업,기타 의원,기타 일식 음식점,기타 한식 음식점,기타 회계 관련 서비스업,김밥/만두/분식,꽃집,낚시터 운영업,남성 의류 소매업,내과/소아과 의원,냉면/밀면,네일숍,노래방,닭/오리고기 구이/찜,담배/전자담배 소매업,당구장,도시 계획 및 조경 설계 서비스업,독서실/스터디 카페,동물병원,돼지고기 구이/찜,떡/한과,레크리에이션 교육기관,마라탕/훠궈,마사지/안마,만화방,명함/간판/광고물 제작,모터사이클 및 부품 소매업,모터사이클 수리업,목욕탕/사우나,무도 유흥 주점,문구/회화용품 소매업,미술학원,미용실,바둑/장기/체스 경기 운영업,반찬/식료품 소매업,방사선 진단/병리 검사 의원,백반/한정식,버거,번역/통역 서비스업,법무사,베트남식 전문,벽지/장판/마루 소매업,변리사,변호사,복 요리 전문,복권 발행/판매업,복사업,볼링장,부동산 중개/대리업,분류 안된 외국식 음식점,뷔페,비디오방,빵/도넛,사무기기 소매업,사업/무형 재산권 중개업,사업시설 유지·관리 서비스업,사진기/기타 광학기기 소매업,사진촬영업,사회교육시설,산부인과 의원,"산업설비, 운송장비 및 공공장소 청소업",상용 인력 공급 및 인사관리 서비스업,생맥주 전문,생수/음료 소매업,서점,성형외과 의원,세무사,세탁소,셀프 빨래방,소고기 구이/찜,"소독, 구충 및 방제 서비스업",수산물 소매업,수상/해양 레저업,수영장,슈퍼마켓,스쿼시/라켓볼장,스포츠/레크리에이션 용품 대여업,시각 디자인업,시계/귀금속 소매업,시계/귀금속/악기 수리업,시장 조사 및 여론 조사업,신경/정신과 의원,신발 소매업,실/섬유제품 소매업,아이스크림 할인점,아이스크림/빙수,악기 소매업,안경렌즈 소매업,안과 의원,애완동물/애완용품 소매업,액세서리/잡화 소매업,약국,얼음 소매업,여관/모텔,여성 의류 소매업,여행사,예술품 소매업,예식장업,옥외/전시 광고 대행업,외과 의원,외국어학원,요가/필라테스 학원,요리 주점,요양병원,우유 소매업,운동용품 소매업,운전학원,유사 의료업,유아용 의류 소매업,음반/비디오물 대여업,음반/비디오물 소매업,음악학원,의료기기 소매업,의류 대여업,의류/이불 수선업,이비인후과 의원,인테리어 디자인업,일반 유흥 주점,일반병원,일식 면 요리,일식 카레/돈가스/덮밥,일식 회/초밥,임시/일용 인력 공급업,입시·교과학원,자동차 대여업,자동차 부품 소매업,자동차 세차장,자동차 정비소,자전거 소매업,장난감 소매업,장례식장,전/부침개,전기용품/조명장치 소매업,전문자격/고시학원,전시/컨벤션/행사 대행 서비스업,전자 게임장,정육점,제품 디자인업,조경 유지·관리 서비스업,족발/보쌈,종합 스포츠시설,종합병원,주류 소매업,주방/가정용품 소매업,주유소,중고 상품 소매업,중국집,직원 훈련기관,채소/과일 소매업,철물/공구 소매업,청소년 수련시설,체형/비만 관리,치과병원,치과의원,치킨,침구류/커튼 소매업,카페,캠핑/글램핑,컴퓨터 학원,컴퓨터/노트북/프린터 수리업,컴퓨터/사무기기 대여업,컴퓨터/소프트웨어 소매업,타이어 소매업,탁구장,태권도/무술학원,테니스장,토스트/샌드위치/샐러드,파스타/스테이크,패밀리레스토랑,패션/섬유/기타 전문 디자인업,펜션,편의점,포장/충전업,피부 관리실,피부/비뇨기과 의원,피자,한방병원,한복 소매업,한의원,해산물 구이/찜,핸드폰 소매업,핸드폰/통신장비 수리업,행정사,헬스장,호텔/리조트,화장터/묘지/납골당,화장품 소매업,환경 관련 엔지니어링 서비스업,횟집,포토부스 개수,학교 개수,대학교 개수
서대문구 북아현동,1,46,0,0,0,5,3,2,0,0,0,0,0,1,0,1,6,0,8,16,1,0,0,4,0,0,2,0,1,3,1,4,4,2,3,3,1,0,0,3,8,1,0,0,2,1,0,0,1,0,0,0,3,1,2,0,2,0,7,0,0,1,0,17,3,0,1,0,0,9,3,0,3,3,2,5,3,7,1,3,0,2,0,5,2,1,2,0,5,1,34,0,3,0,36,3,1,0,0,3,0,1,0,2,0,0,81,0,0,0,14,1,1,3,0,10,0,1,1,0,1,0,5,0,2,13,0,2,0,1,0,1,25,0,0,10,3,0,0,0,0,0,0,2,0,3,0,4,0,9,0,2,4,3,3,0,0,0,1,5,18,0,0,1,0,0,1,0,0,4,1,12,3,0,10,2,0,0,0,5,3,11,0,0,1,3,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,3,0,5,5,2,3,8,0,0,0,2,11,3,34,0,0,3,1,1,0,0,2,0,1,0,0,3,2,12,2,11,1,5,0,1,0,0,7,0,0,4,0,0,9,0,1,0.0,6.0,1.0
서대문구 신촌동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,0,10,0,0,0,6,1,1,5,0,0,0,1,1,1,1,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
서대문구 연희동,3,2,0,8,0,4,2,2,0,0,5,1,0,0,0,48,10,0,40,52,2,0,4,1,0,0,25,0,16,5,1,9,5,6,2,4,3,2,5,7,13,2,1,3,11,23,1,0,1,6,2,2,8,2,4,0,0,0,31,0,1,0,0,31,12,0,0,1,2,11,5,2,1,4,1,8,4,18,5,4,0,0,2,8,3,3,2,1,8,1,63,0,7,0,66,3,7,1,3,2,0,4,0,1,1,0,64,0,0,0,37,1,3,1,1,65,0,0,1,2,3,2,7,0,1,11,5,2,0,0,0,0,21,0,3,60,3,1,1,0,1,1,0,1,1,6,0,7,11,16,0,4,25,14,18,1,2,2,2,25,33,1,1,3,0,2,3,0,0,4,4,0,4,0,38,6,0,2,2,16,3,30,0,3,4,20,3,2,0,0,5,0,27,0,5,11,1,0,0,0,1,14,5,5,21,1,2,9,1,0,0,2,18,3,116,0,0,3,1,3,0,2,2,6,2,0,0,2,14,46,0,7,0,23,1,1,3,4,6,0,0,12,0,0,12,0,4,0.0,4.0,0.0
서대문구 영천동,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,1,5,0,1,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,8,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,4,0,0,0,3,0,0,1,0,2,0,1,0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0.0,0.0,0.0
서대문구 옥천동,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0
서대문구 창천동,10,1,0,13,0,3,8,3,1,0,6,3,0,1,0,7,13,0,43,112,7,0,0,13,0,1,75,2,5,16,3,13,13,8,6,11,3,5,4,3,41,10,1,4,19,9,3,0,4,2,5,2,8,3,3,8,22,0,79,0,1,0,1,27,4,1,34,2,2,14,23,10,4,6,0,20,0,62,0,4,9,4,1,6,1,1,0,0,3,4,58,0,3,0,113,6,4,3,10,1,0,4,1,0,8,1,61,0,0,1,13,1,5,5,1,33,3,2,1,0,20,1,4,1,4,6,4,2,1,1,0,0,19,0,0,43,11,0,2,0,22,1,1,0,0,9,0,4,7,19,0,45,67,43,4,0,4,1,8,10,127,0,0,4,0,1,6,0,2,7,6,3,7,0,15,21,0,5,7,38,6,15,0,2,2,0,1,3,2,1,3,2,21,0,1,9,1,2,1,0,5,1,1,0,41,1,3,3,0,2,1,10,22,3,109,0,5,7,0,3,2,1,3,0,3,9,0,5,15,50,1,22,7,15,1,1,5,8,8,4,1,9,4,0,23,0,4,7.0,1.0,0.0
서대문구 천연동,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0.0,2.0,0.0
서대문구 충정로2가,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2,1,1,10,1,0,1,0,0,1,15,0,3,2,0,5,4,3,1,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,10,0,0,0,1,0,3,4,1,1,1,0,1,0,11,0,0,1,1,0,4,0,0,1,0,2,0,5,0,1,0,22,0,2,1,2,0,1,2,0,0,5,0,16,0,0,0,3,0,0,5,0,4,1,0,1,0,4,0,0,0,5,1,0,0,0,1,0,0,2,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,2,21,0,0,0,0,0,3,11,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,5,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0,2,0,2,0,0,1,0,0,0,4,0,1,1,0,0,0,1,2,0,17,0,0,1,0,1,0,0,1,0,1,1,0,0,0,8,0,1,0,5,0,0,0,1,1,0,0,1,0,0,4,0,1,0.0,3.0,1.0
서대문구 충정로3가,3,2,0,0,0,0,0,0,0,0,1,1,0,3,0,5,3,0,11,8,1,1,1,2,0,1,7,1,2,1,3,9,5,0,0,1,0,0,0,2,4,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,0,0,1,2,1,3,0,2,0,0,0,11,0,0,2,0,0,1,0,2,0,0,1,0,4,0,0,1,39,0,0,0,3,0,1,3,0,0,1,0,7,0,0,0,3,0,1,2,0,2,0,0,0,1,1,0,1,0,1,4,1,0,0,0,0,0,7,0,0,5,2,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,9,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,0,1,5,1,0,4,0,0,0,1,1,0,21,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8,0,2,0,7,0,0,0,3,1,0,0,1,0,0,2,0,4,0.0,0.0,0.0
서대문구 합동,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,7,0,0,1,0,0,0,6,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,1,2,0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0.0,0.0,0.0
서대문구 현저동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
서대문구 홍은동,7,2,0,0,0,3,10,0,0,0,9,2,2,2,2,10,8,0,11,14,0,0,5,3,0,0,12,2,2,3,6,10,4,6,3,3,3,0,0,2,4,1,1,4,0,6,0,0,1,1,1,0,2,1,1,3,4,1,14,0,0,0,0,42,6,0,0,2,0,6,6,3,1,7,0,9,3,25,4,2,8,3,0,9,3,1,1,0,7,5,66,0,4,0,77,2,1,2,1,6,0,2,0,4,4,0,65,0,0,0,14,1,1,6,0,11,2,0,1,0,5,0,1,0,0,15,4,0,2,1,0,0,31,0,0,13,2,0,0,0,0,0,2,3,0,4,0,8,2,13,0,3,9,10,7,0,0,0,2,8,26,0,0,2,0,1,0,0,0,5,3,0,7,0,20,1,0,0,1,10,0,40,1,4,5,22,1,1,3,0,6,0,8,1,3,2,0,5,3,1,1,5,3,4,8,0,1,12,1,1,0,5,20,1,55,0,1,4,2,4,0,2,4,1,1,0,0,2,0,45,1,6,1,15,0,0,1,5,5,1,0,5,1,0,5,1,5,2.0,7.0,1.0
서대문구 홍제동,5,6,0,3,0,1,5,1,0,0,20,1,0,0,3,7,4,0,7,10,3,1,4,4,1,0,11,0,5,5,1,30,19,10,5,6,5,1,2,0,5,2,1,0,7,18,1,1,1,0,1,0,3,0,2,4,0,1,33,1,1,4,0,33,11,0,2,5,2,13,21,9,3,11,1,9,3,32,11,5,3,5,0,12,0,1,3,0,4,7,91,1,15,0,82,3,3,2,2,5,0,0,0,7,0,0,88,0,1,0,25,0,0,1,0,14,1,0,2,0,7,0,5,1,20,20,4,5,2,4,0,1,39,0,2,10,10,0,0,1,6,3,0,2,0,7,1,5,3,32,0,9,21,10,1,0,0,2,2,20,44,0,0,4,1,1,3,0,0,8,5,0,10,1,28,6,1,6,2,15,6,33,1,1,2,10,1,0,1,4,4,0,5,1,11,2,0,9,0,0,2,9,7,2,21,2,14,8,0,1,0,9,37,4,67,0,0,7,1,3,0,2,6,1,3,3,1,1,0,43,1,21,6,11,0,0,5,8,13,0,0,13,0,0,19,2,6,0.0,5.0,2.0
서초구 내곡동,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,14,0,0,1,0,0,0,6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,7,0,0,1,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,3,2,0,8,0,0,1,1,1,0,0,1,1,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0
서초구 반포동,4,23,2,53,0,6,4,5,4,0,18,8,0,0,0,68,15,4,65,217,16,0,16,4,2,7,108,0,13,14,16,21,16,10,9,12,12,2,6,45,17,3,0,4,24,16,2,0,6,2,4,1,12,5,13,2,8,2,178,3,0,0,0,65,35,0,72,9,5,42,11,4,5,5,3,17,11,24,7,6,3,8,2,5,1,2,4,0,16,19,115,0,14,0,125,13,5,4,16,0,11,33,0,3,1,1,293,0,0,0,48,0,11,14,1,45,1,6,2,3,8,1,12,26,32,31,5,5,1,1,1,1,49,0,1,41,62,1,8,3,72,10,0,3,2,18,4,12,42,46,0,5,403,19,26,4,3,6,25,74,57,1,0,20,0,1,32,0,0,11,3,3,24,3,42,13,0,7,5,50,10,152,1,0,11,13,3,1,1,1,7,1,26,0,5,14,1,4,3,5,12,33,6,6,27,4,6,3,0,2,1,23,19,124,158,0,3,8,1,2,0,1,10,9,9,8,0,4,2,81,0,70,15,18,0,5,3,8,17,0,1,41,2,0,57,2,12,1.0,12.0,1.0
서초구 방배동,9,53,0,5,3,9,19,2,2,1,45,37,3,5,2,213,30,7,75,250,25,1,23,13,17,11,140,4,28,27,10,35,18,13,15,35,21,0,8,9,26,20,1,6,25,37,1,1,4,5,1,8,39,3,22,7,4,3,54,2,0,1,0,73,47,0,2,12,6,50,37,13,7,21,24,26,14,53,14,18,7,11,0,24,5,4,7,0,20,30,226,3,18,0,236,10,6,30,15,10,10,25,1,11,6,2,386,0,0,0,73,3,20,21,2,60,3,2,4,11,26,2,12,6,172,46,5,9,4,1,0,1,52,0,3,52,13,2,8,4,3,4,0,4,8,26,0,10,13,52,0,7,52,32,22,0,9,5,6,89,71,2,2,19,2,11,6,0,2,26,21,4,8,3,71,25,2,3,5,68,18,113,7,2,23,62,6,2,2,2,7,2,66,0,14,24,3,10,1,1,8,13,7,12,41,18,9,16,2,11,2,21,41,6,254,0,2,19,9,9,0,5,13,12,8,5,1,9,3,104,0,81,21,39,1,1,16,21,27,2,17,48,0,0,52,6,23,3.0,12.0,1.0
서초구 서초동,17,23,1,10,0,61,31,1,4,0,79,63,1,12,4,306,76,28,118,1532,102,0,35,17,47,57,762,13,104,128,28,82,54,22,19,84,24,5,23,13,56,36,2,19,278,108,3,11,21,10,4,9,77,23,24,12,16,3,101,19,1,4,1,155,46,0,7,33,3,62,68,12,16,38,20,37,11,127,11,13,10,24,1,38,2,2,8,7,39,26,209,6,21,4,524,14,60,609,31,4,101,2400,5,7,22,3,953,2,5,1,86,19,78,69,3,117,14,15,11,33,45,7,23,81,440,60,9,18,7,4,0,0,77,1,5,147,25,17,36,11,10,3,0,6,80,37,15,31,13,107,1,18,67,163,43,3,20,11,51,160,157,2,1,25,1,31,6,1,8,45,29,8,34,5,108,45,2,8,15,116,48,141,13,20,34,47,4,28,5,5,12,14,163,1,20,45,3,12,7,0,10,32,10,15,88,60,10,23,3,16,2,68,64,12,461,0,13,48,13,110,1,3,13,13,19,8,3,16,26,192,0,143,78,77,1,3,43,22,74,5,140,99,8,1,170,15,44,5.0,12.0,3.0
서초구 신원동,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,2,14,0,0,0,1,0,1,6,0,1,1,0,3,4,0,1,3,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1,1,4,0,1,0,1,0,2,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,1,0,1,2,1,0,0,0,0,3,1,0,0,0,1,1,2,0,0,0,15,1,0,1,1,1,1,0,0,1,0,0,22,0,0,0,2,0,1,0,0,3,0,0,1,0,1,0,0,0,1,2,0,1,0,1,0,0,4,0,0,7,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,5,0,1,1,0,4,2,0,0,2,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,1,0,2,3,0,0,0,2,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,1,0,2,0,2,1,0,1,0,1,2,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0.0,1.0,0.0
서초구 양재동,5,10,2,5,2,15,9,2,3,0,36,56,0,18,2,353,29,3,49,305,14,0,13,7,8,13,165,4,39,30,11,37,28,7,9,19,7,0,5,13,20,7,6,7,29,37,1,2,8,9,1,0,50,6,9,5,4,4,37,2,0,3,1,56,56,0,5,1,2,15,52,8,1,28,24,7,5,61,4,5,1,11,0,42,5,3,3,0,13,6,76,2,10,1,204,6,7,17,10,7,34,62,0,9,9,0,187,0,2,0,45,6,29,26,1,115,5,0,4,16,19,4,6,0,58,21,6,8,4,1,0,0,43,0,2,85,8,0,21,2,6,1,0,4,3,10,0,16,5,23,0,1,17,31,14,2,1,2,3,38,74,0,1,26,2,3,4,1,0,9,10,1,6,0,69,18,0,2,4,54,23,29,8,14,41,79,6,5,2,1,6,0,59,0,12,21,3,15,2,0,8,12,8,8,43,18,7,18,1,3,0,10,34,4,197,0,4,12,10,13,1,3,6,7,3,1,0,13,0,87,1,32,5,26,0,1,7,17,20,4,10,21,3,0,43,7,18,3.0,4.0,0.0
서초구 염곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0.0,0.0,0.0
서초구 우면동,1,1,1,0,0,1,0,0,0,0,2,1,1,1,0,10,9,0,1,52,3,0,0,0,0,1,29,1,3,7,6,3,4,0,0,4,1,0,2,2,0,2,0,2,8,3,0,0,1,1,0,0,1,1,1,2,1,1,2,0,0,0,0,11,7,0,1,0,0,2,1,0,0,1,0,4,2,1,4,1,1,0,0,0,0,1,1,0,3,3,15,0,1,0,12,0,1,0,0,0,0,9,0,0,0,0,29,0,0,0,11,0,0,4,0,5,0,1,1,0,0,0,2,0,2,7,3,1,2,0,0,0,14,0,0,7,1,0,0,0,0,0,0,1,1,2,0,2,2,6,0,0,5,4,3,0,2,1,2,16,1,1,0,2,0,2,0,0,0,6,1,0,2,1,6,0,0,2,0,5,2,13,0,1,0,4,2,2,0,0,0,1,6,0,2,3,0,1,2,0,1,1,2,1,4,0,0,0,0,0,0,4,9,1,38,0,0,0,0,0,0,1,3,0,0,0,0,0,0,13,0,2,1,1,0,0,1,1,2,0,1,4,0,0,4,1,0,0.0,4.0,0.0
서초구 원지동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
